origin_id	origin_city	destination_id	destination_city	distance_line	distance_road	distance_railway	is_adjacent	same_province	gdp_gap	income_gap	population_gap	industry_structure_similarity	poi_structure_similarity	hsr_direct_flag	hsr_train_count	hsr_min_travel_time	hsr_avg_travel_time	hsr_service_intensity	geographic_friction	geographic_friction_confidence	geographic_friction_entropy	geographic_friction_prob_0	geographic_friction_prob_1	geographic_friction_prob_2	geographic_friction_prob_3	geographic_friction_prob_4	geographic_friction_rationale	transport_connectivity	transport_connectivity_confidence	transport_connectivity_entropy	transport_connectivity_prob_0	transport_connectivity_prob_1	transport_connectivity_prob_2	transport_connectivity_prob_3	transport_connectivity_prob_4	transport_connectivity_rationale	administrative_barrier	administrative_barrier_confidence	administrative_barrier_entropy	administrative_barrier_prob_0	administrative_barrier_prob_1	administrative_barrier_prob_2	administrative_barrier_prob_3	administrative_barrier_prob_4	administrative_barrier_rationale	economic_complementarity	economic_complementarity_confidence	economic_complementarity_entropy	economic_complementarity_prob_0	economic_complementarity_prob_1	economic_complementarity_prob_2	economic_complementarity_prob_3	economic_complementarity_prob_4	economic_complementarity_rationale	functional_complementarity	functional_complementarity_confidence	functional_complementarity_entropy	functional_complementarity_prob_0	functional_complementarity_prob_1	functional_complementarity_prob_2	functional_complementarity_prob_3	functional_complementarity_prob_4	functional_complementarity_rationale	migration_cost	migration_cost_confidence	migration_cost_entropy	migration_cost_prob_0	migration_cost_prob_1	migration_cost_prob_2	migration_cost_prob_3	migration_cost_prob_4	migration_cost_rationale	accessibility_advantage	accessibility_advantage_confidence	accessibility_advantage_entropy	accessibility_advantage_prob_0	accessibility_advantage_prob_1	accessibility_advantage_prob_2	accessibility_advantage_prob_3	accessibility_advantage_prob_4	accessibility_advantage_rationale	summary
1001	City_A	1002	City_B	173.475389	204.520715	183.682445	1	1	1027.988	2300	94.64	0.91	0.9	1	24	136.35	166.35	14.427412	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1001	City_A	1003	City_C	260.577036	309.037368	279.235564	0	0	2872.172	4600	191.374	0.87	0.87	1	22	206.02	251.34	8.753083	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1001	City_A	1004	City_D	350.174817	412.92786	379.061554	0	0	4077.014	6900	272.004	0.83	0.84	1	17	275.29	335.85	5.061784	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1001	City_A	1005	City_E	441.434205	508.567832	474.409138	0	0	5904.442	9200	341.126	0.79	0.81	0	0	339.05	413.64	0.0	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1002	City_B	1001	City_A	176.68089	204.459757	186.428401	1	1	1027.988	2300	94.64	0.91	0.9	1	22	136.31	166.3	13.229104	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1002	City_B	1003	City_C	160.489896	185.932302	175.938012	1	0	1844.184	2300	96.734	0.91	0.9	1	26	123.95	151.22	17.193493	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1002	City_B	1004	City_D	248.986511	293.690987	261.719729	0	0	3049.026	4600	177.364	0.87	0.87	1	20	195.79	238.86	8.373106	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1002	City_B	1005	City_E	338.23355	397.125142	368.382593	0	0	4876.454	6900	246.486	0.83	0.84	1	14	264.75	323.0	4.334365	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1003	City_C	1001	City_A	275.973847	324.141039	302.713318	0	0	2872.172	4600	191.374	0.87	0.87	1	18	216.09	263.63	6.827751	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
1003	City_C	1002	City_B	162.083695	190.233495	172.3515	1	0	1844.184	2300	96.734	0.91	0.9	1	26	126.82	154.72	16.80455	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	3	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	Synthetic placeholder rationale.	4	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.07500000298023224	0.699999988079071	Synthetic placeholder rationale.	0	0.7200000286102295	0.699999988079071	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	1	0.7200000286102295	0.699999988079071	0.07500001043081284	0.7000000476837158	0.07500001043081284	0.07500001043081284	0.07500001043081284	Synthetic placeholder rationale.	2	0.7200000286102295	0.699999988079071	0.07500000298023224	0.07500000298023224	0.699999988079071	0.07500000298023224	0.07500000298023224	Synthetic placeholder rationale.	Synthetic placeholder pair relation profile.
