date	origin_id	origin_city	destination_id	destination_city	temp_diff	wind_max	snow_any
2024-01-01	1001	City_A	1002	City_B	0.735208	1.499249	0
2024-01-01	1001	City_A	1003	City_C	1.418958	1.712018	0
2024-01-01	1001	City_A	1004	City_D	1.357668	1.836146	0
2024-01-01	1001	City_A	1005	City_E	3.136922	2.022993	0
2024-01-01	1002	City_B	1001	City_A	0.735208	1.499249	0
2024-01-01	1002	City_B	1003	City_C	0.68375	1.712018	0
2024-01-01	1002	City_B	1004	City_D	0.622459	1.836146	0
2024-01-01	1002	City_B	1005	City_E	2.401713	2.022993	0
2024-01-01	1003	City_C	1001	City_A	1.418958	1.712018	0
2024-01-01	1003	City_C	1002	City_B	0.68375	1.712018	0
2024-01-01	1003	City_C	1004	City_D	0.06129	1.836146	0
2024-01-01	1003	City_C	1005	City_E	1.717964	2.022993	0
2024-01-01	1004	City_D	1001	City_A	1.357668	1.836146	0
2024-01-01	1004	City_D	1002	City_B	0.622459	1.836146	0
2024-01-01	1004	City_D	1003	City_C	0.06129	1.836146	0
2024-01-01	1004	City_D	1005	City_E	1.779254	2.022993	0
2024-01-01	1005	City_E	1001	City_A	3.136922	2.022993	0
2024-01-01	1005	City_E	1002	City_B	2.401713	2.022993	0
2024-01-01	1005	City_E	1003	City_C	1.717964	2.022993	0
2024-01-01	1005	City_E	1004	City_D	1.779254	2.022993	0
2024-01-02	1001	City_A	1002	City_B	1.008914	1.543343	0
2024-01-02	1001	City_A	1003	City_C	1.115291	1.603729	0
2024-01-02	1001	City_A	1004	City_D	2.064297	1.815885	0
2024-01-02	1001	City_A	1005	City_E	2.684959	2.144935	0
2024-01-02	1002	City_B	1001	City_A	1.008914	1.543343	0
2024-01-02	1002	City_B	1003	City_C	0.106377	1.603729	0
2024-01-02	1002	City_B	1004	City_D	1.055383	1.815885	0
2024-01-02	1002	City_B	1005	City_E	1.676045	2.144935	0
2024-01-02	1003	City_C	1001	City_A	1.115291	1.603729	0
2024-01-02	1003	City_C	1002	City_B	0.106377	1.603729	0
2024-01-02	1003	City_C	1004	City_D	0.949006	1.815885	0
2024-01-02	1003	City_C	1005	City_E	1.569668	2.144935	0
2024-01-02	1004	City_D	1001	City_A	2.064297	1.815885	0
2024-01-02	1004	City_D	1002	City_B	1.055383	1.815885	0
2024-01-02	1004	City_D	1003	City_C	0.949006	1.815885	0
2024-01-02	1004	City_D	1005	City_E	0.620662	2.144935	0
2024-01-02	1005	City_E	1001	City_A	2.684959	2.144935	0
2024-01-02	1005	City_E	1002	City_B	1.676045	2.144935	0
2024-01-02	1005	City_E	1003	City_C	1.569668	2.144935	0
2024-01-02	1005	City_E	1004	City_D	0.620662	2.144935	0
2024-01-03	1001	City_A	1002	City_B	0.425405	1.5237	0
2024-01-03	1001	City_A	1003	City_C	0.060138	1.738146	0
2024-01-03	1001	City_A	1004	City_D	0.487511	1.823042	0
2024-01-03	1001	City_A	1005	City_E	1.142704	2.008309	0
2024-01-03	1002	City_B	1001	City_A	0.425405	1.5237	0
2024-01-03	1002	City_B	1003	City_C	0.365267	1.738146	0
2024-01-03	1002	City_B	1004	City_D	0.912915	1.823042	0
2024-01-03	1002	City_B	1005	City_E	1.568108	2.008309	0
2024-01-03	1003	City_C	1001	City_A	0.060138	1.738146	0
2024-01-03	1003	City_C	1002	City_B	0.365267	1.738146	0
2024-01-03	1003	City_C	1004	City_D	0.547649	1.823042	0
2024-01-03	1003	City_C	1005	City_E	1.202842	2.008309	0
2024-01-03	1004	City_D	1001	City_A	0.487511	1.823042	0
2024-01-03	1004	City_D	1002	City_B	0.912915	1.823042	0
2024-01-03	1004	City_D	1003	City_C	0.547649	1.823042	0
2024-01-03	1004	City_D	1005	City_E	0.655193	2.008309	0
2024-01-03	1005	City_E	1001	City_A	1.142704	2.008309	0
2024-01-03	1005	City_E	1002	City_B	1.568108	2.008309	0
2024-01-03	1005	City_E	1003	City_C	1.202842	2.008309	0
2024-01-03	1005	City_E	1004	City_D	0.655193	2.008309	0
2024-01-04	1001	City_A	1002	City_B	0.523719	1.496372	0
2024-01-04	1001	City_A	1003	City_C	0.976837	1.68041	0
2024-01-04	1001	City_A	1004	City_D	2.206829	1.86942	0
2024-01-04	1001	City_A	1005	City_E	2.288837	2.039969	0
2024-01-04	1002	City_B	1001	City_A	0.523719	1.496372	0
2024-01-04	1002	City_B	1003	City_C	0.453118	1.68041	0
2024-01-04	1002	City_B	1004	City_D	1.68311	1.86942	0
2024-01-04	1002	City_B	1005	City_E	1.765118	2.039969	0
2024-01-04	1003	City_C	1001	City_A	0.976837	1.68041	0
2024-01-04	1003	City_C	1002	City_B	0.453118	1.68041	0
2024-01-04	1003	City_C	1004	City_D	1.229992	1.86942	0
2024-01-04	1003	City_C	1005	City_E	1.312	2.039969	0
2024-01-04	1004	City_D	1001	City_A	2.206829	1.86942	0
2024-01-04	1004	City_D	1002	City_B	1.68311	1.86942	0
2024-01-04	1004	City_D	1003	City_C	1.229992	1.86942	0
2024-01-04	1004	City_D	1005	City_E	0.082008	2.039969	0
2024-01-04	1005	City_E	1001	City_A	2.288837	2.039969	0
2024-01-04	1005	City_E	1002	City_B	1.765118	2.039969	0
2024-01-04	1005	City_E	1003	City_C	1.312	2.039969	0
2024-01-04	1005	City_E	1004	City_D	0.082008	2.039969	0
2024-01-05	1001	City_A	1002	City_B	0.127906	1.492157	0
2024-01-05	1001	City_A	1003	City_C	1.532425	1.612674	0
2024-01-05	1001	City_A	1004	City_D	1.377385	1.943832	0
2024-01-05	1001	City_A	1005	City_E	2.608658	2.117394	0
2024-01-05	1002	City_B	1001	City_A	0.127906	1.492157	0
2024-01-05	1002	City_B	1003	City_C	1.404519	1.612674	0
2024-01-05	1002	City_B	1004	City_D	1.249479	1.943832	0
2024-01-05	1002	City_B	1005	City_E	2.480752	2.117394	0
2024-01-05	1003	City_C	1001	City_A	1.532425	1.612674	0
2024-01-05	1003	City_C	1002	City_B	1.404519	1.612674	0
2024-01-05	1003	City_C	1004	City_D	0.15504	1.943832	0
2024-01-05	1003	City_C	1005	City_E	1.076233	2.117394	0
2024-01-05	1004	City_D	1001	City_A	1.377385	1.943832	0
2024-01-05	1004	City_D	1002	City_B	1.249479	1.943832	0
2024-01-05	1004	City_D	1003	City_C	0.15504	1.943832	0
2024-01-05	1004	City_D	1005	City_E	1.231273	2.117394	0
2024-01-05	1005	City_E	1001	City_A	2.608658	2.117394	0
2024-01-05	1005	City_E	1002	City_B	2.480752	2.117394	0
2024-01-05	1005	City_E	1003	City_C	1.076233	2.117394	0
2024-01-05	1005	City_E	1004	City_D	1.231273	2.117394	0
2024-01-06	1001	City_A	1002	City_B	0.368255	1.44058	0
2024-01-06	1001	City_A	1003	City_C	0.815483	1.623642	0
2024-01-06	1001	City_A	1004	City_D	1.874424	1.865686	0
2024-01-06	1001	City_A	1005	City_E	2.667077	2.082949	0
