date	city_id	city_name	is_weekend	is_holiday	holiday_type	month	day_of_week	temp_mean	wind_speed	snow_flag	dewpoint_temperature
2024-01-01	1001	City_A	0	1	SampleHoliday	1	1	7.952545	1.277829	0	3.136616
2024-01-01	1002	City_B	0	1	SampleHoliday	1	1	8.687753	1.499249	0	3.814095
2024-01-01	1003	City_C	0	1	SampleHoliday	1	1	9.371503	1.712018	0	4.609042
2024-01-01	1004	City_D	0	1	SampleHoliday	1	1	9.310212	1.836146	0	4.687454
2024-01-01	1005	City_E	0	1	SampleHoliday	1	1	11.089466	2.022993	0	6.410198
2024-01-02	1001	City_A	0	1	SampleHoliday	1	2	8.637979	1.245142	0	3.649395
2024-01-02	1002	City_B	0	1	SampleHoliday	1	2	9.646893	1.543343	0	4.860447
2024-01-02	1003	City_C	0	1	SampleHoliday	1	2	9.75327	1.603729	0	4.698072
2024-01-02	1004	City_D	0	1	SampleHoliday	1	2	10.702276	1.815885	0	6.061937
2024-01-02	1005	City_E	0	1	SampleHoliday	1	2	11.322938	2.144935	0	6.226896
2024-01-03	1001	City_A	0	0	NONE	1	3	10.788973	1.209984	0	5.69454
2024-01-03	1002	City_B	0	0	NONE	1	3	10.363569	1.5237	0	5.553234
2024-01-03	1003	City_C	0	0	NONE	1	3	10.728835	1.738146	0	6.063304
2024-01-03	1004	City_D	0	0	NONE	1	3	11.276484	1.823042	0	6.660994
2024-01-03	1005	City_E	0	0	NONE	1	3	11.931677	2.008309	0	7.257036
2024-01-04	1001	City_A	0	0	NONE	1	4	10.532909	1.346936	0	5.230883
2024-01-04	1002	City_B	0	0	NONE	1	4	11.056628	1.496372	0	5.777632
2024-01-04	1003	City_C	0	0	NONE	1	4	11.509746	1.68041	0	6.495523
2024-01-04	1004	City_D	0	0	NONE	1	4	12.739738	1.86942	0	7.854648
2024-01-04	1005	City_E	0	0	NONE	1	4	12.821746	2.039969	0	8.181978
2024-01-05	1001	City_A	0	0	NONE	1	5	11.368413	1.230361	0	6.173615
2024-01-05	1002	City_B	0	0	NONE	1	5	11.496319	1.492157	0	6.901223
2024-01-05	1003	City_C	0	0	NONE	1	5	12.900838	1.612674	0	7.464898
2024-01-05	1004	City_D	0	0	NONE	1	5	12.745798	1.943832	0	7.444914
2024-01-05	1005	City_E	0	0	NONE	1	5	13.977071	2.117394	0	8.681956
2024-01-06	1001	City_A	1	0	NONE	1	6	11.789607	1.250046	0	6.391241
2024-01-06	1002	City_B	1	0	NONE	1	6	12.157862	1.44058	0	7.29367
2024-01-06	1003	City_C	1	0	NONE	1	6	12.60509	1.623642	0	7.957307
2024-01-06	1004	City_D	1	0	NONE	1	6	13.664031	1.865686	0	8.780711
2024-01-06	1005	City_E	1	0	NONE	1	6	14.456684	2.082949	0	9.020544
2024-01-07	1001	City_A	1	0	NONE	1	7	11.914736	1.216588	0	6.417701
2024-01-07	1002	City_B	1	0	NONE	1	7	12.425967	1.442586	0	7.089071
2024-01-07	1003	City_C	1	0	NONE	1	7	13.285008	1.749866	0	8.119323
2024-01-07	1004	City_D	1	0	NONE	1	7	13.659523	1.813566	0	8.262489
2024-01-07	1005	City_E	1	0	NONE	1	7	14.416252	2.036124	0	9.77323
2024-01-08	1001	City_A	0	0	NONE	1	1	11.643128	1.223282	0	6.408507
2024-01-08	1002	City_B	0	0	NONE	1	1	12.222834	1.440614	0	7.012929
2024-01-08	1003	City_C	0	0	NONE	1	1	13.866396	1.691732	0	9.311895
2024-01-08	1004	City_D	0	0	NONE	1	1	13.36187	1.806353	0	7.977724
2024-01-08	1005	City_E	0	0	NONE	1	1	13.645725	2.025969	0	9.054004
2024-01-09	1001	City_A	0	0	NONE	1	2	12.408584	1.264185	0	7.297596
2024-01-09	1002	City_B	0	0	NONE	1	2	12.567742	1.461772	0	7.658959
2024-01-09	1003	City_C	0	0	NONE	1	2	12.542261	1.688246	0	7.72522
2024-01-09	1004	City_D	0	0	NONE	1	2	13.594617	1.86276	0	8.620485
2024-01-09	1005	City_E	0	0	NONE	1	2	14.820485	2.085869	0	9.754713
2024-01-10	1001	City_A	0	0	NONE	1	3	11.950839	1.242092	0	7.116709
2024-01-10	1002	City_B	0	0	NONE	1	3	12.280757	1.447084	0	7.038064
2024-01-10	1003	City_C	0	0	NONE	1	3	12.869983	1.724076	0	7.513435
2024-01-10	1004	City_D	0	0	NONE	1	3	14.149771	1.823042	0	9.048931
2024-01-10	1005	City_E	0	0	NONE	1	3	13.603225	2.054738	0	8.144796
2024-01-11	1001	City_A	0	0	NONE	1	4	12.04612	1.3133	0	7.112341
2024-01-11	1002	City_B	0	0	NONE	1	4	12.689989	1.422601	0	8.009062
2024-01-11	1003	City_C	0	0	NONE	1	4	12.484676	1.606697	0	7.751824
2024-01-11	1004	City_D	0	0	NONE	1	4	13.51909	1.87353	0	8.432645
2024-01-11	1005	City_E	0	0	NONE	1	4	12.906397	2.012617	0	8.16273
2024-01-12	1001	City_A	0	0	NONE	1	5	11.106297	1.294625	0	6.428791
2024-01-12	1002	City_B	0	0	NONE	1	5	11.932653	1.42874	0	7.40783
2024-01-12	1003	City_C	0	0	NONE	1	5	11.911413	1.667231	0	7.103878
2024-01-12	1004	City_D	0	0	NONE	1	5	12.193328	1.801097	0	7.415306
2024-01-12	1005	City_E	0	0	NONE	1	5	13.012701	2.095065	0	7.530895
2024-01-13	1001	City_A	1	0	NONE	1	6	10.142906	1.347831	0	5.177932
2024-01-13	1002	City_B	1	0	NONE	1	6	10.241156	1.461736	0	4.947474
2024-01-13	1003	City_C	1	0	NONE	1	6	12.06092	1.683319	0	6.75886
2024-01-13	1004	City_D	1	0	NONE	1	6	12.367594	1.923387	0	7.830623
2024-01-13	1005	City_E	1	0	NONE	1	6	12.076902	2.007305	0	7.46762
2024-01-14	1001	City_A	1	0	NONE	1	7	10.646678	1.244842	0	5.556358
2024-01-14	1002	City_B	1	0	NONE	1	7	10.102753	1.441224	0	4.716195
2024-01-14	1003	City_C	1	0	NONE	1	7	10.381591	1.612722	0	5.539664
2024-01-14	1004	City_D	1	0	NONE	1	7	10.829184	1.921115	0	5.330441
2024-01-14	1005	City_E	1	0	NONE	1	7	12.095731	2.061191	0	7.458909
2024-01-15	1001	City_A	0	0	NONE	1	1	8.185383	1.33636	0	3.155841
2024-01-15	1002	City_B	0	0	NONE	1	1	8.405749	1.488612	0	3.25231
2024-01-15	1003	City_C	0	0	NONE	1	1	9.746097	1.636206	0	4.923604
2024-01-15	1004	City_D	0	0	NONE	1	1	10.771387	1.931147	0	5.98814
2024-01-15	1005	City_E	0	0	NONE	1	1	11.399722	2.118796	0	6.115898
2024-01-16	1001	City_A	0	0	NONE	1	2	8.445186	1.207644	0	3.833586
2024-01-16	1002	City_B	0	0	NONE	1	2	8.577218	1.409079	0	3.379028
2024-01-16	1003	City_C	0	0	NONE	1	2	8.83577	1.645311	0	3.941644
2024-01-16	1004	City_D	0	0	NONE	1	2	10.058994	1.800249	0	5.446924
2024-01-16	1005	City_E	0	0	NONE	1	2	9.985969	2.000185	0	4.977801
2024-01-17	1001	City_A	0	0	NONE	1	3	7.231601	1.228248	0	2.700317
2024-01-17	1002	City_B	0	0	NONE	1	3	7.120404	1.493022	0	2.378766
2024-01-17	1003	City_C	0	0	NONE	1	3	8.843443	1.688529	0	3.494008
2024-01-17	1004	City_D	0	0	NONE	1	3	9.007967	1.928005	0	3.888848
2024-01-17	1005	City_E	0	0	NONE	1	3	9.774872	2.115941	0	4.419381
2024-01-18	1001	City_A	0	0	NONE	1	4	7.064652	1.247573	0	1.674632
2024-01-18	1002	City_B	0	0	NONE	1	4	7.513303	1.418904	0	2.869585
2024-01-18	1003	City_C	0	0	NONE	1	4	7.135665	1.625942	0	2.128372
2024-01-18	1004	City_D	0	0	NONE	1	4	7.651993	1.800601	0	3.135413
2024-01-18	1005	City_E	0	0	NONE	1	4	9.492078	2.087696	0	4.865168
2024-01-19	1001	City_A	0	0	NONE	1	5	6.088851	1.313763	0	0.605434
2024-01-19	1002	City_B	0	0	NONE	1	5	6.121216	1.477187	0	1.608746
2024-01-19	1003	City_C	0	0	NONE	1	5	6.617701	1.678035	0	1.70974
2024-01-19	1004	City_D	0	0	NONE	1	5	7.197633	1.933448	0	2.302625
2024-01-19	1005	City_E	0	0	NONE	1	5	8.146501	2.022406	0	2.684951
2024-01-20	1001	City_A	1	0	NONE	1	6	5.789445	1.256572	0	0.570132
2024-01-20	1002	City_B	1	0	NONE	1	6	5.590101	1.459194	0	0.770969
2024-01-20	1003	City_C	1	0	NONE	1	6	7.498962	1.687148	0	2.589822
2024-01-20	1004	City_D	1	0	NONE	1	6	7.21502	1.940307	0	2.24738
2024-01-20	1005	City_E	1	0	NONE	1	6	7.790861	2.056581	0	2.896754
2024-01-21	1001	City_A	1	1	SampleHoliday	1	7	3.752462	1.237865	0	-1.042312
2024-01-21	1002	City_B	1	1	SampleHoliday	1	7	5.09453	1.531507	0	-0.307112
2024-01-21	1003	City_C	1	1	SampleHoliday	1	7	6.114958	1.747355	0	0.661959
2024-01-21	1004	City_D	1	1	SampleHoliday	1	7	5.898569	1.820669	0	1.094102
2024-01-21	1005	City_E	1	1	SampleHoliday	1	7	6.763363	2.014547	0	1.417566
2024-01-22	1001	City_A	0	1	SampleHoliday	1	1	3.895072	1.262035	0	-1.054788
2024-01-22	1002	City_B	0	1	SampleHoliday	1	1	4.546907	1.506537	0	-0.804428
2024-01-22	1003	City_C	0	1	SampleHoliday	1	1	5.970295	1.679628	0	1.221888
2024-01-22	1004	City_D	0	1	SampleHoliday	1	1	5.243455	1.824188	0	-0.196564
2024-01-22	1005	City_E	0	1	SampleHoliday	1	1	6.643464	2.116604	0	1.625803
2024-01-23	1001	City_A	0	0	NONE	1	2	3.879633	1.228086	0	-1.608971
2024-01-23	1002	City_B	0	0	NONE	1	2	4.775067	1.511242	0	-0.193693
2024-01-23	1003	City_C	0	0	NONE	1	2	5.40262	1.7381	0	0.561233
2024-01-23	1004	City_D	0	0	NONE	1	2	5.537072	1.851361	0	0.242615
2024-01-23	1005	City_E	0	0	NONE	1	2	7.319081	2.112626	0	2.025445
2024-01-24	1001	City_A	0	0	NONE	1	3	4.20726	1.251407	0	-0.469975
